# character	reading	attested
㥵	hùn	hùn
㥶	sè	qiān|sè
㥷	yè	yè
㥸	mǐn	mǐn
㥹	fěn	fěn
㥺	hé	hé
㥼	yìn	yìn|yān
㥽	cè	cè|zé
㥾	nì	nì
㥿	ào	ào
㦀	féng	féng
㦁	lián	lián|liǎn
㦂	cháng	cháng
㦃	chǎn	chǎn
㦄	má	má
㦅	diē	chài|diē|dì
㦆	hū	hū|xiā
㦇	lù	lù
㦈	ài	ài
㦉	yì	yì
㦊	huá	huá
㦋	zhā	zhā
㦌	hū	hū|xù
㦍	è	è
㦎	huò	huò
㦏	sǔn	sǔn|xuàn
㦐	nì	nì
㦑	xiàn	hān|xiàn
㦒	lí	lí
㦓	xiàn	rǎn|xiàn
㦔	yàn	yàn
㦕	lóng	lóng
㦖	mèn	mèn
㦗	jīn	jìn|jīn
㦘	jī	jī
㦚	biǎn	biǎn
㦛	yǔ	yú|yǔ
㦜	huò	huò|xuè
㦝	miǎo	miǎo
㦞	chóu	chóu
㦟	mái	mái
㦡	lè	lè
㦢	jié	jié
㦣	wèi	wèi
㦤	yì	yì
㦥	xuān	xiǎn|xuān
㦦	xì	xì
㦧	cǎn	cǎn
㦨	lán	lán
㦩	yǐn	yǐn
㦪	xiè	xiè
㦫	zā	zā
㦬	luǒ	luǒ
㦭	líng	líng
㦮	qián	qián
㦯	huò	huò
㦰	jiān	jiān
㦱	wǒ	wǒ
㦴	gé	gé
㦵	zhū	zhū
㦶	dié	dié|yǒng
㦷	yǒng	yǒng
㦸	jǐ	jǐ
㦹	yáng	yáng
㦺	rù	rù
㦻	xí	xí
㦼	shuàng	shuàng
㦽	yù	yù
㦾	yí	yí
㦿	qiǎn	hù|qiǎn
㧀	jí	jí
㧁	qù	hé|qù
㧂	tián	tián
㧃	shōu	jiū|shōu
㧄	qiǎn	qiǎn
㧅	mù	dāo|mù
㧆	jīn	jīn
㧇	mǎo	mǎo
㧈	yǐn	yǐn
㧉	gài	gài|hài|yè
㧊	pō	bá|pō
㧋	xuǎn	xuǎn
㧌	mào	mào
㧍	fǎng	bēng|fǎng
㧎	yá	qiā|yà|yá
㧏	gāng	gāng
㧐	sǒng	sǒng
㧑	huī	huī
㧒	yù	yù
㧓	guā	guā
㧔	guài	guài
㧕	liǔ	liǔ
㧖	è	è
㧗	zǐ	jǐ|zhǐ|zǐ
㧘	zì	zì
㧙	bì	bié|bì
㧚	wǎ	wǎ
㧛	lǎn	lǎn
㧜	liè	liè
㧟	kuǎi	kuǎi
㧡	hài	hài|wèi
㧢	yīn	yīn
㧣	zhū	zhū
㧤	chòng	chòng
㧥	xiǎn	xiǎn
㧦	xuàn	hōng|xuàn
㧨	qiú	qiú
㧩	pèi	pèi
㧪	guǐ	guǐ|wěi
㧫	ér	ruán|ruí|ér
㧬	gǒng	gǒng
㧭	qióng	qióng
㧮	hū	hū
㧯	lǎo	lǎo
㧰	lì	lì
㧱	chèn	chèn
㧲	sǎn	sǎn
㧳	zhuò	bāi|zhuò
㧴	wǒ	wǒ|é
㧵	póu	póu
㧶	kēng	kēng
㧷	tùn	tùn
㧸	pēng	pēng
㧹	tè	tè
㧺	tà	tà
㧻	zhuó	dū|zhuó|zú
㧼	biào	biào
㧽	gù	gù
㧾	hū	hū
㨀	bǐng	bǐng
㨁	zhì	zhì|zhí
㨂	dǒng	dǒng
㨃	duǐ	chéng|duǐ
㨄	zhōu	tiáo|zhào|zhōu
㨅	nèi	nèi|ruì
㨆	lǐn	lǐn
㨇	pó	pó
㨈	jǐ	jǐ
㨉	mín	mín|wěn
㨊	wěi	duò|tuǒ|wěi
㨋	chě	chě
㨌	gòu	gòu
㨍	bāng	bāng
㨎	rú	rú
㨏	tān	tān
㨐	bǔ	bǔ
㨑	zōng	zōng
㨒	kuī	kuī
㨓	láo	láo
㨔	hàn	hàn
㨕	yíng	yíng
㨖	zhì	zhì
㨗	jié	jié
㨘	xǐng	xǐng
㨙	xié	xié|xì
㨚	xún	sǔn|xún
㨛	shǎn	shàn|shǎn
㨜	qián	qián
㨝	xiē	xiē
㨞	sù	sù
㨟	hāi	hāi
㨠	mì	mì
㨡	hún	hún
㨢	pī	pī
㨤	huì	huì
㨥	nà	nà
㨦	sǒng	sǒng
㨧	bèn	bèn
㨨	chōu	chōu|liù
㨩	jié	jié
㨪	huàng	huàng|huǎng
㨫	lǎn	lǎn
㨭	hù	hù
㨮	dōu	dōu
㨯	huò	huò
㨰	gǔn	gǔn
㨱	yáo	yáo
㨲	cè	cè
㨳	guǐ	guǐ|jì
㨴	jiàn	jiàn
㨵	jiǎn	jiǎn
㨶	dǎo	dǎo
㨷	jìn	jìn
㨸	mà	mà
㨹	huì	huì|xuě
㨺	miǎn	miǎn|mén
㨻	cán	chàn|cán|shǎn|zàn
㨼	lüè	lüè
㨽	pì	pì
㨾	yàng	yàng
㨿	jù	jù
㩀	jù	jù
㩁	què	què
㩃	qiān	qiān
㩄	shāi	shāi
㩆	jiù	jiù|zú
㩇	huò	huá|huò|zuó
㩈	yǔn	yǔn
㩉	dá	dá|lā|xié|xī
㩊	xuān	xuān
㩋	xiāo	sù|xiāo
㩌	fèi	fèi
㩍	cè	cè
㩎	yè	yè
㩐	dèn	dèn
㩒	qín	qín
㩓	huǐ	huǐ
㩔	tún	tún
㩖	qiáng	qiáng
㩗	xí	xí
㩘	nǐ	nǐ
㩙	sāi	sāi
㩚	méng	méng
㩛	tuán	tuán
㩜	lǎn	lǎn
㩝	háo	háo
㩞	cì	cì
㩟	zhài	zhài
㩠	āo	piǎo|póu|āo
㩡	luǒ	luǒ
㩢	miè	miè|mì
㩤	fū	fū
㩦	xié	xié|xī
㩧	bó	bó
㩨	huì	huì
㩩	qǐng	qǐng
㩪	xié	xié
㩭	bó	bó
㩮	qián	qián
㩯	pó	pó
㩰	jiǎo	jiǎo
㩱	jué	jué
㩲	kǔn	kǔn
㩳	sǒng	sǒng
㩴	jú	jú|qú
㩵	è	è
㩶	niè	niè
㩷	qiān	qiān
㩸	dié	dié
㩹	dié	dié
㩻	qī	guì|guǐ|qī
㩼	zhī	zhī
㩽	qí	chì|qí|è
㩾	zhuì	qí|zhuì
㩿	kū	kū
㪀	yú	yú
㪁	qín	kān|qiàn|qián|qín
㪂	kū	kū
㪃	hé	hé
㪄	fú	fú
㪅	gèng	gèng|gēng
㪆	dǐ	dǐ
㪇	xiàn	xiàn
㪈	guì	guì
㪉	hé	hé
㪊	qún	qún
㪋	hàn	hàn|hě
㪌	tǒng	tǒng
㪍	bó	bèi|bó
㪎	shǎn	nà|shǎn
㪏	bǐ	bǐ
㪐	lù	lù
㪑	yè	yè
㪒	ní	ní
㪓	chuái	chuái
㪔	sàn	sàn
㪕	diào	chuò|diào
㪖	lù	lù
㪗	tǒu	tǒu
㪘	liǎn	liǎn
㪙	kě	kě
㪚	sàn	sàn
㪛	zhěn	zhěn
㪜	chuǎi	chuǎi|duǒ
㪝	liàn	liàn
㪞	mào	mào
㪠	qiān	jiān|qiàn|qiān
㪡	kài	kài|kě
㪢	shǎo	shǎo
㪣	xiāo	qiāo|xiāo
㪤	bì	bì
㪥	zhā	zhā
㪦	yìn	yìn
㪧	xī	xī
㪨	shàn	shàn
㪩	sù	sù
㪪	sà	sà
㪫	ruì	ruì
㪬	chuō	chuō|zhuó
㪭	lú	lú
㪮	líng	líng
㪯	chá	chá
㪱	huàn	huàn
㪴	jiá	jiá
㪵	bàn	bàn
㪶	hú	hú
㪷	dǒu	dǒu
㪹	lǒu	lǒu
㪺	jū	jū
㪻	juàn	juàn
㪼	kě	kě
㪽	suǒ	suǒ
㪾	luò	gé|luò
㪿	zhé	zhé
㫀	dǐng	dǐng
㫁	duàn	duàn
㫂	zhù	zhù
㫃	yǎn	yǎn
㫄	páng	páng
㫅	chá	chá
㫊	yǐ	yǐ|ě
㫍	yóu	yóu|yǎo
㫎	huī	gǔn|huī
㫏	yǎo	yǎo
㫐	yǎo	yǎo
㫑	zhǐ	shí|zhǐ
㫒	gǒng	gǒng
㫓	qǐ	qǐ
㫔	gèn	gèn
㫗	hòu	hòu
㫘	mì	mì
㫙	fú	fú
㫚	hū	hū
㫛	guàng	guàng
㫜	tǎn	tǎn
㫝	dī	dī
㫟	yán	yán
㫢	qù	qù
㫤	chǎng	chǎng
㫥	mǐng	mǐng
㫦	tāo	tāo
㫧	bào	bào
㫨	ān	ān
㫫	xiǎn	xiǎn
㫯	mào	mào
㫰	làng	làng|lǎng
㫱	nǎn	nàn|nǎn
㫲	bèi	bèi
㫳	chén	chén
㫵	fēi	fēi
㫶	zhǒu	zhǒu
㫷	jī	jī
㫸	jiē	jiē
㫹	shù	shù
㫻	kùn	kùn
㫼	dié	dié
㫽	lù	lù
㬂	yú	yú
㬃	tái	tái
㬄	chàn	chàn
㬅	màn	màn
㬆	mǐn	mǐn
㬇	huàn	huàn
㬈	wēn	wēn
㬉	nuǎn	nuǎn
㬊	huǎn	huàn|huǎn
㬋	hóu	hóu
㬌	jìng	jìng
㬍	bó	bó
㬎	xiǎn	xiǎn
㬏	lì	lì
㬐	jìn	jìn|zī
㬒	mǎng	mǎng
㬓	piào	piào
㬔	háo	háo
㬕	yáng	yáng
㬗	xiàn	xiàn
㬘	sù	sù
㬙	wěi	wěi
㬚	chè	chè
㬛	xī	xī
㬜	jìn	jìn
㬝	céng	céng|sōng
㬞	hè	hè
㬟	fēn	fēn
㬠	shài	shà|shài
㬡	líng	líng
㬣	duì	duì
㬤	qī	qī
㬥	pù	bó|pù
㬦	yuè	yuè
㬧	bó	bó
㬩	huì	huì
㬪	dié	dié
㬫	yàn	yàn
㬬	jù	jù
㬭	jiào	jiào
㬮	nàn	nàn
㬯	liè	liè
㬰	yú	yú
㬱	tì	tì
㬲	tiān	tiān
㬳	wǔ	wǔ
㬴	hǒng	hǒng
㬵	xiáo	xiáo
㬶	hào	hào
㬸	tiāo	tiāo
㬹	zhēng	zhēng
㬻	huāng	huāng|huǎng|hāng
㬼	fù	fù
㬿	tūn	tūn
㭁	réng	réng
㭂	jiǎo	jiǎo
㭄	xìn	xìn
㭇	yuàn	yuàn
㭈	jué	jué
㭉	huá	huá
㭋	bàng	bàng
㭌	móu	móu
㭎	gāng	gāng
㭏	wěi	wěi
㭑	mèi	mèi
㭒	sì	sì
㭓	biàn	biàn
㭔	lú	lú
㭕	qū	qū
㭘	gé	gé|hé
㭙	zhé	zhé
㭚	lǚ	lǚ
㭛	pài	bà|pài
㭜	róng	róng
㭝	qiú	qiú|òu
㭞	liè	liè
㭟	gǒng	gǒng
㭠	xiǎn	xiǎn
㭡	xì	xì|xìn
㭢	xīn	xīn
㭤	niǎo	niǎo
㭨	xié	xié
㭩	liè	liè
㭪	fū	fū
㭫	cuó	cuán|cuó
㭬	zhuó	zhuó
㭭	bā	biē|bèi|bā
㭮	zuò	zuò|zǎn
㭯	zhé	dié|zhé
㭰	zuī	zuī|zuǐ
㭱	hé	hé
㭲	jí	jí
㭴	jiān	jiān
㭸	tú	tú
㭹	xián	xián
㭺	yǎn	yàn|yǎn|ān
㭻	táng	táng
㭼	tà	tà
㭽	dǐ	dǐ
㭾	jué	jué
㭿	áng	áng
㮀	hán	hán
㮁	xiáo	xiáo
㮂	jú	jú
㮃	wēi	ruí|wēi
㮄	bǎng	bǎng
㮅	zhuī	zhuī
㮆	niè	niè
㮇	tiàn	tiàn
㮈	nài	nài
㮋	yǒu	yǒu
㮌	mián	mián
㮏	nài	nà|nài|nì
㮐	shěng	shěng|sì
㮑	chā	chā|qì
㮒	yān	yān|yīn
㮓	gèn	gèn
㮔	chòng	chòng|tóng
㮕	ruǎn	ruǎn
㮖	jiá	jiá
㮗	qín	qín
㮘	máo	máo
㮙	è	è
㮚	lì	lì
㮛	chí	chí|yí
㮜	zāng	zāng
㮝	hé	hé
㮞	jié	jié
㮟	niǎn	kā|niǎn
㮡	guàn	guàn
㮢	hóu	hóu
㮣	gài	gài
㮥	bèn	bèn|fàn
㮦	suǒ	suǒ|sè
㮧	wū	wēn|wū
㮨	jì	jì
㮩	xī	xī
㮪	qióng	qióng
㮫	hé	hé|qià|xiá
㮬	wēng	wēng
㮭	xián	xián
㮮	jié	jié
㮯	hún	huá|hún
㮰	pí	pí
㮱	shēn	shēn
㮲	chōu	chōu
㮳	zhèn	zhèn
㮵	zhān	zhān
㮶	shuò	shuò
㮷	jī	jī
㮸	sòng	sòng
㮹	zhǐ	zhǐ
㮺	běn	běn
㮾	lǎng	lǎng
㮿	bì	bì
㯀	xuàn	xuàn
㯁	péi	péi
㯂	dài	dài
㯃	qī	qī
㯄	zhī	zhī
㯅	pí	bī|pí
㯆	chǎn	chǎn|shàn
㯇	bì	bì
㯈	sù	sù
㯉	huò	huò
㯊	hén	hén
㯋	jiǒng	jiǒng|yǐng
㯌	chuán	chuán
㯍	jiǎng	jiǎng
㯎	nèn	nèn
㯏	gǔ	gǔ
㯐	fǎng	fǎng
㯓	tà	dá|tà
㯔	cuì	cuì
㯕	xī	xī
㯖	dé	dé
㯗	xián	xián
㯘	kuǎn	kuǎn
㯙	zhé	zhé
㯚	tā	tā
㯛	hú	hú
㯜	cuì	cuì
㯝	lù	lù
㯞	juàn	juàn
㯟	lù	lù
㯠	qiàn	qiàn
㯡	pào	pào|páo
㯢	zhèn	zhèn
㯤	lì	lì
㯥	cáo	cáo|zāo
㯦	qí	qí
㯩	tì	tì
㯪	líng	líng
㯫	qú	qú
㯬	liǎn	liǎn
㯭	lǔ	lǔ
㯮	shú	shú
㯯	gòng	dǎn|gòng|jù
㯰	zhé	zhé
㯱	pāo	pāo
㯲	jìn	jìn
㯳	qíng	qíng
㯶	zōng	zōng
㯷	pú	pú
㯸	jǐn	jǐn
㯹	biǎo	biǎo
㯺	jiàn	jiàn
㯻	gǔn	gǔn
㯽	bīn	bīn
㯾	zāo	zāo
㯿	liè	liè|là
㰀	lí	lí
㰁	luǒ	luǒ
㰂	shěn	shěn
㰃	mián	miàn|mián
㰄	jiàn	jiàn
㰅	dí	dí|zhé
㰆	bèi	bèi
㰈	liǎn	liǎn
㰊	xián	xián
㰋	pín	pín
㰌	què	què
㰍	lóng	lóng
㰎	zuì	zuì
㰐	jué	jué
㰑	shān	shān
㰒	xué	xué
㰔	xiè	xiè
㰖	lǎn	lǎn
㰗	qí	qí
㰘	yí	yí
㰙	nuó	nuó
㰚	lí	lí
㰛	yuè	yuè
㰝	yǐ	yǐ
㰞	chī	chī
㰟	jì	jì|qì
㰠	hāng	hāng
㰡	xiè	xiè
㰢	kēng	kēng
㰣	zī	zī
㰤	hē	hē|qiè
㰥	xì	huì|xì
㰦	qù	qù
㰧	hāi	hāi
㰨	xiā	xiā
㰩	hāi	hāi
㰪	guī	guī
㰫	chān	chān
㰬	xún	xún
㰭	xū	xū
㰮	shèn	shèn
㰯	kòu	hòu|kòu|tòu|tǒu
㰰	xiā	hē|qiè|xiā
㰱	shà	shà
㰲	yū	xù|yū
㰳	yà	yà|yā
㰴	pǒu	pǒu
㰵	zú	zú
㰶	yǒu	yǒu|ǒu
㰷	zì	zì
㰸	liǎn	liǎn
㰹	xiān	hǎn|xiàn|xiān
㰺	xià	xià|xiá
㰻	yǐ	hòu|xī|yǐ
㰼	shà	qiè|shà
㰽	yàn	yàn
㰾	jiào	jiào
㰿	xī	xī
㱀	chǐ	chǐ
㱁	shì	kuǎn|shì
㱂	kāng	kāng
㱃	yǐn	yǐn
㱄	hēi	hēi|mò
㱅	yì	yì
㱆	xī	xī
㱇	sè	sè|xì
㱈	jìn	jìn
㱉	yè	yè
㱊	yōu	yōu
㱋	què	què
㱌	yé	chè|yé
㱍	luán	luán
㱎	kūn	kūn
㱏	zhèng	zhèng
㱔	xiē	xiē
㱖	cuì	cuì
㱗	xiū	xiū
㱘	àn	àn
㱙	xiǔ	guǎ|xiǔ
㱚	cán	cán
㱛	chuǎn	bù|chuǎn
㱜	zhá	zhá
㱞	yì	lā|yì
㱟	pī	pī|pǐ
㱠	kū	gū|kū
㱡	shēng	shēng
㱢	láng	láng
㱣	tuǐ	tuǐ
㱤	xī	xī
㱥	líng	lèng|líng
㱦	qī	qī
㱧	wò	wò|yuǎn
㱨	liàn	liàn
㱩	dú	dú
㱪	mèn	mèn
㱫	làn	làn
㱬	wěi	wěi
㱭	duàn	duàn
㱮	kuài	huì|kuài
㱯	ái	ái
㱰	zǎi	zǎi
㱱	huì	huì
㱲	yì	yì
㱳	mò	mò
㱴	zì	zì
㱵	fèn	fèn
㱶	péng	bēng|péng
㱸	bì	bì
㱹	lì	lì
㱺	lú	lú
㱻	luò	luò
㱼	hāi	hāi
㱽	zhěn	qín|zhěn
㱾	gāi	gāi|kāi
㱿	què	hù|qiǎng|què
㲀	zhēn	chēn|zhēn
㲁	kōng	kōng|zhōng
㲂	chéng	chéng
㲃	jiù	jiù
㲄	jué	jué|kū
㲅	jì	jì
㲆	líng	líng
㲈	sháo	sháo|táo
㲉	què	què
㲊	ruì	ruì
㲋	chuò	chuò
㲌	nèng	nèng
㲍	zhī	zhī
㲎	lóu	lóu
㲏	pāo	pāo
㲒	bào	bào|qú
㲓	róng	róng|shù
㲔	xiān	xiān
㲕	lèi	lèi
㲖	xiāo	xiāo
㲗	fū	fū
㲘	qú	qú
㲚	shā	shā
㲛	zhǐ	zhǐ
㲜	tán	tán
㲝	rǒng	rǒng
㲞	sū	sū|zú
㲟	yǐng	yǐng
㲠	máo	máo
㲡	nài	nài
㲢	biàn	biàn
㲤	shuāi	shuāi
㲥	táng	táng
㲦	hàn	hàn
㲧	sào	sào
㲨	róng	róng
㲪	dēng	dēng
㲫	pú	pú
㲬	jiāo	jiāo
㲭	tǎn	tǎn
㲯	rán	rán
㲰	níng	níng
㲱	liè	liè
㲲	dié	dié
㲳	dié	dié|zhì
㲴	zhòng	zhòng
㲶	lǜ	lǜ
㲷	dàn	dàn
㲸	xī	xī
㲹	guǐ	guǐ
㲺	jí	jí
㲻	nì	nì
㲼	yì	chà|yì
㲽	niàn	niàn|rěn
㲾	yǔ	yǔ
㲿	wǎng	wǎng
㳀	guò	guò
㳁	zè	zè
㳂	yán	yàn|yán
㳃	cuì	cuì
㳄	xián	xián
㳅	jiǎo	jiǎo
㳆	tǒu	tǒu
㳇	fù	fù
㳈	pèi	pèi
㳊	yōu	yōu|zhōng
㳋	qiū	qiū
㳌	yā	yā
㳍	bù	bù
㳎	biàn	biàn
㳏	shì	shì
㳐	zhá	zhá
㳑	yì	yì
㳒	biàn	biàn
㳔	duì	duì
㳕	lán	lán
㳖	yī	yī
㳗	chài	chà|chài
㳘	chōng	chōng
㳙	xuàn	xuàn
㳚	xù	xù
㳛	yú	yóu|yú
㳜	xiū	xiū
㳠	tà	tà
㳡	guō	guō
㳥	lòng	lòng
㳦	xiè	xiè
㳧	chè	chè|rè
㳨	jiǎn	jiǎn
㳩	tān	tān
㳪	pì	pì
㳫	zǎn	zǎn
㳬	xuán	xuán
㳭	xián	xián
㳮	niào	niào
㳴	mì	mì
㳵	jì	jì
㳶	nǒu	nǒu|rǔ
㳷	hū	hū|mǐn|tuì|wěn
㳸	huā	huā
㳹	wǎng	wāng|wǎng
㳺	yóu	yóu
㳻	zé	zé
㳼	bì	bì|yù
㳽	mǐ	mǐ
㳾	qiāng	qiāng
㳿	xiè	xiè
㴀	fàn	fàn|fān
㴁	yì	yì
㴂	tān	tān
㴃	lèi	lèi
㴄	yǒng	yǒng
㴆	jìn	jìn
㴇	shè	máng|shè
㴈	yìn	yìn
㴉	jǐ	jǐ
㴋	sù	sù
㴎	nài	nài
㴏	wǎng	wǎng
㴐	miàn	miàn|miǎn
㴑	sù	sù
㴒	yì	yì
㴓	shāi	shāi
㴔	jí	jí|sè|xī|yì
㴕	jí	jí
㴖	luò	luò
㴗	yōu	yōu
㴘	mào	mào
㴙	zhǎ	zhá|zhǎ
㴚	suì	suì
㴛	zhì	zhì
㴜	biàn	biàn
㴝	lí	lí
㴥	qiào	qiào
㴦	guàn	guàn
㴧	xī	xī
㴨	zhèn	zhèn
㴩	yōng	yōng
㴪	niè	niè
㴫	jùn	jùn|yá
㴬	xiè	xiè
㴭	yǎo	yǎo
㴮	xiè	xiè
㴯	zhī	zhī
㴰	néng	néng
㴲	sī	sī
㴳	lǒng	lǒng
㴴	chén	chén
㴵	mì	mì
㴶	què	hú|què
㴷	dān	dān
㴸	shǎn	shǎn
㴼	sù	sù
㴽	xiè	xiè
㴾	bó	bó
㴿	dǐng	dǐng
㵀	zú	zú
㵂	shù	shù
㵃	shé	shé
㵄	hàn	hàn|yù
㵅	tān	tàn|tān
㵆	gǎo	gǎo
㵊	nà	nà
㵋	mì	mì
㵌	xún	xún
㵍	mèn	mèn
㵎	jiàn	jiàn
㵏	cuǐ	cuǐ
㵐	jué	jué
㵑	hè	hè
㵒	fèi	bì|fèi|pài
㵓	shí	shí
㵔	chě	chě
㵕	shèn	shèn
㵖	nǜ	nǜ
㵗	píng	píng
㵘	màn	màn
㵝	yì	yì
㵞	chóu	chóu
㵠	kū	kū
㵡	báo	báo
㵢	léi	léi
㵣	kě	kě
㵤	shà	shà
㵥	mì	mì
㵦	suí	suí
㵧	gé	gé|yì
㵨	pì	bó|pì
㵩	yì	yì
㵪	xián	xián|yàn|yán
㵫	nì	nì
㵬	yíng	yíng
㵭	zhǔ	zhǔ
㵮	chún	chún
㵯	féng	féng
㵰	xù	xù
㵱	piǎo	piǎo
㵲	wǔ	wǔ
㵳	liáo	liáo
㵴	cáng	cáng
㵵	zòu	jù|zòu
㵶	zuō	zuō
㵷	biàn	biàn
㵸	yào	yào
㵹	huán	huán|mò
㵺	pài	pài
㵻	xiū	xiū
㵽	lěi	lěi
㵾	qìng	jìng|qìng
㵿	xiào	xiào
㶀	jiāo	jiāo
㶁	guó	guó|huò
㶄	yán	yán
㶅	xué	xué
㶆	zhū	chú|zhū
㶇	héng	héng
㶈	yíng	yíng
㶉	xī	xī
㶌	lián	lián
㶍	xiǎn	xiǎn
㶎	huán	huán
㶏	yīn	yīn
㶑	liàn	liàn
㶒	shǎn	shěn|shǎn|tàn
㶓	cáng	cáng
㶔	bèi	bèi
㶕	jiǎn	jiǎn
㶖	shù	shù
㶗	fàn	fàn|fán
㶘	diàn	diàn
㶚	bà	bà
㶛	yú	yú
㶞	nǎng	nǎng
㶟	lěi	lěi
㶠	yì	yì
㶡	dài	dài|huǒ
㶣	chán	chán|yín
㶤	chǎo	chǎo
㶥	gān	gān
㶦	jìn	jìn
㶧	nèn	nèn
㶫	liǎo	liǎo
㶬	mò	mò
㶭	yǒu	yǒu
㶯	liù	liù
㶰	hán	hán
㶲	yòng	yòng
㶳	jìn	jìn
㶴	chǐ	chǐ
㶵	rèn	rèn
㶶	nóng	nóng
㶹	hòng	hòng
㶺	tiàn	tiàn
㶼	āi	xī|āi
㶽	guā	guā
㶾	biāo	biāo
㶿	bó	bó
㷀	qióng	qióng
㷂	shù	shù
㷃	chuǐ	chuǐ
㷄	huǐ	huǐ
㷅	chǎo	chǎo
㷆	fù	fù
㷇	huī	guài|huī
㷈	è	è
㷉	wèi	wèi
㷊	fén	fén
㷋	tán	tán
㷍	lún	lún
㷎	hè	hè
㷏	yǒng	yǒng
㷐	huǐ	huǐ
㷒	yú	yú
㷓	zǒng	zǒng
㷔	yàn	yàn
㷕	qiú	qiú
㷖	zhào	zhào
㷗	jiǒng	jiǒng
㷘	tái	tái
㷟	tuì	tuì
㷠	lín	lín
㷡	jiǒng	jiǒng
㷢	zhǎ	zhǎ
㷣	xīng	xīng
㷤	hù	hù|xuè
㷦	xù	xù
㷪	cuì	cuì
㷫	qǐng	qǐng
㷬	mò	mò
㷮	zāo	zāo
㷯	bèng	bèng
㷰	chī	chī|lí
㷳	yàn	yàn
㷴	gé	gé
㷵	mò	mò
㷶	bèi	bèi
㷷	juǎn	juǎn
㷸	dié	dié
㷹	zhào	shào|zhào
㷻	wú	wú
㷼	yàn	yàn
㷾	jué	jué
㷿	xiān	xiān
㸀	tái	tái
㸁	hǎn	hǎn
㸃	diǎn	diǎn
㸄	jì	jì
㸅	jié	jié|jí
㸆	kào	kào
㸇	zuǎn	zuǎn
㸉	xiè	xiè
㸊	lài	là|lài
㸋	fán	fán
㸌	huò	huò
㸍	xì	xì
㸎	niè	niè
㸏	mí	mí
㸐	rán	rán
㸑	cuàn	cuàn
㸒	yín	jīng|yín
㸓	mì	mì
㸕	jué	jué
㸖	qū	qū
㸗	tóng	tóng
㸘	wàn	wàn
㸙	zhē	zhē
㸚	lǐ	lì|lǐ
㸛	sháo	sháo
㸜	kòng	kòng
㸝	xiān	kǎn|xiān
㸞	zhé	zhé
㸟	zhī	zhī
㸠	tiǎo	tiǎo
㸡	shū	shū
㸢	bèi	bèi
㸣	yè	yè
㸤	piàn	piàn
㸥	chàn	chàn
㸦	hù	hù|jià
㸧	kèn	kèn
㸨	jiū	jiū
㸩	ān	ān
㸪	chún	chún
㸫	qián	qián
㸬	bèi	bèi
㸭	bā	bā
㸮	fén	fén
㸯	kē	kē
㸰	tuó	tuó
㸱	tuó	tuó
㸲	zuó	zuó
㸳	líng	líng
㸵	guǐ	guǐ
㸶	yān	yān
㸷	shì	shì
㸸	hǒu	hǒu|kǒu|ǒu
㸹	liè	liè|luō
㸺	shā	shā
㸻	sì	sì
㸽	bèi	bèi
㸾	rèn	rèn
㸿	dú	dú
㹀	bó	bó
㹁	liáng	liáng
㹂	qiǎn	qiǎn
㹃	fèi	fèi
㹄	jì	jì
㹅	zǒng	zǒng
㹆	huī	huī
㹇	hé	hé|jiān
㹈	lí	lí
㹉	yuán	wán|yuán
㹊	yuè	yuè
㹋	xiū	xiū
㹌	chǎn	chǎn|shèng
㹍	dí	dí
㹎	léi	léi
㹏	jǐn	jǐn
㹐	chóng	chóng
㹑	sì	sì
㹒	pǔ	pǔ
㹓	yǎo	yǎo
㹔	jiāng	jiāng
㹕	huān	huān
㹖	huàn	huàn
㹗	tāo	tāo
㹘	rù	rù
㹙	wěng	wěng
㹚	yíng	yíng
㹛	ráo	ráo
㹜	yín	yín
㹝	shì	shì
㹞	yín	yá|yín|yǐn
㹟	jué	jué|kuài
㹠	tún	tún
㹡	xuán	xuán
㹢	jiā	gā|jiā
㹣	zhōng	zhōng
㹤	qiè	qiè
㹥	zhù	zhù
㹦	diāo	diāo
㹨	yòu	yòu
㹫	yí	yí
㹬	shǐ	shǐ
㹭	yì	yì
㹮	mò	mò
㹱	què	què
㹲	xiāo	xiào|xiāo
㹳	wú	wú
㹴	gēng	gēng
㹵	yǐng	yǐng
㹶	tíng	tíng
㹷	shǐ	shǐ
㹸	ní	ní
㹹	gēng	gēng
㹺	tà	tà
㹻	wō	wēi|wō
㹼	jú	jú
㹽	chǎn	chǎn
㹾	piǎo	jiào|piǎo
㹿	zhuó	zhuó|zhào
㺀	hū	hū|náo
㺁	nǎo	nǎo
㺂	yán	gǎn|yán
㺃	gǒu	gǒu
㺄	yǔ	yú|yǔ
㺅	hóu	hóu
㺇	sī	sī
㺈	chī	chī
㺉	hù	hù
㺊	yàng	yàng
㺋	wēng	wēng
㺌	xiàn	xiàn
㺍	pín	pín
㺎	róng	róng
㺏	lóu	lóu
㺐	lǎo	lǎo|sāo
㺑	shān	shàn|shān|shǎn|sāo
㺒	xiāo	nǎo|qiāo|xiào|xiāo
㺓	zé	zé
㺔	hài	huī|hài
㺕	fán	biàn|fán
㺖	hǎn	hǎn
㺗	chān	chān
㺘	zhàn	zhàn
㺚	tǎ	tǎ
㺛	zhù	zhù
㺜	nóng	nóng
㺝	hàn	hàn
㺞	yú	yú
㺟	zhuó	zhuó
㺠	yòu	yòu
㺡	lì	lì
㺢	huò	huò|huō
㺣	xī	xī
㺤	xiān	xiān
㺥	chán	chán
㺦	lián	lián
